"score","categoria","marca","id_a","nome_a","lojas_a","preco_a","ean_a","gtin_a","mpn_a","id_b","nome_b","lojas_b","preco_b","ean_b","gtin_b","mpn_b","acao_manual","notas"
"0.67","raquetes","Bullpadel","22","Raquete Bullpadel Vertex 05 W","Padel Proshop PT | Zona de Padel | Atmosfera Sport | Deporvillage","184.95","8445402974061","8445402974061","VERTEX05W26","2739","Raqueta de padel Bullpadel Vertex 03 22","Smash Expert","125","8445402124930","","AU43000000","",""
"0.67","raquetes","Bullpadel","1707","Raquete de Padel Bullpadel VERTEX 03 CTR","Padel Proshop PT","139","8445402248483","8445402248483","50006267461937","2595","Raquete de padel Vertex 05 26","Atmosfera Sport | Decathlon ES","211.49","8447552008337","8445402789184","9002588","",""
"0.67","raquetes","Bullpadel","1707","Raquete de Padel Bullpadel VERTEX 03 CTR","Padel Proshop PT","139","8445402248483","8445402248483","50006267461937","2599","Raquete de padel - Bullpadel Vertex 05 M 26","Decathlon ES","249.99","8447552008351","","9002602","",""
"0.67","raquetes","Bullpadel","1707","Raquete de Padel Bullpadel VERTEX 03 CTR","Padel Proshop PT","139","8445402248483","8445402248483","50006267461937","2874","Raquete de padel Bullpadel Vertex 04 24","Smash Expert","199","8445402483761","","BV22000000","",""
"0.67","raquetes","Bullpadel","1796","Raquete de Padel Bullpadel Neuron 02 Cloud Fede Chingotto 2026","Zona de Padel | Padel Proshop PT | Smash Expert","189.96","8445402975105","8445402975105","52261615567153","2594","Raquete de padel Bullpadel Neuron 02 26 Fede Chingotto","Decathlon ES","289.99","8447552008375","","9002589","",""
"0.67","raquetes","Bullpadel","1904","Raquete de Padel Bullpadel Hack 04 Jr 2026 Paquito Navarro","Forum Sport ES | Zona de Padel | Padel Proshop PT","60.29","8445402993871","8445402993871","52234126950705","2617","Raquete de padel Bullpadel HACK 04 26 Paquito Navarro","Decathlon ES","255.49","8447552008320","","9002601","",""
"0.67","raquetes","Bullpadel","2101","Bullpadel vertex 05 tf 25 raquete de padel","Forum Sport ES","269.99","","8447552015335","495197","2595","Raquete de padel Vertex 05 26","Atmosfera Sport | Decathlon ES","211.49","8447552008337","8445402789184","9002588","",""
"0.67","raquetes","Bullpadel","2101","Bullpadel vertex 05 tf 25 raquete de padel","Forum Sport ES","269.99","","8447552015335","495197","2599","Raquete de padel - Bullpadel Vertex 05 M 26","Decathlon ES","249.99","8447552008351","","9002602","",""
"0.67","raquetes","Bullpadel","2101","Bullpadel vertex 05 tf 25 raquete de padel","Forum Sport ES","269.99","","8447552015335","495197","2874","Raquete de padel Bullpadel Vertex 04 24","Smash Expert","199","8445402483761","","BV22000000","",""
"0.67","raquetes","Bullpadel","2397","Bullpadel Vertex 04 2025","Zona de Padel","159.96","8445402691890","8445402691890","10839","2595","Raquete de padel Vertex 05 26","Atmosfera Sport | Decathlon ES","211.49","8447552008337","8445402789184","9002588","",""
"0.67","raquetes","Bullpadel","2397","Bullpadel Vertex 04 2025","Zona de Padel","159.96","8445402691890","8445402691890","10839","2599","Raquete de padel - Bullpadel Vertex 05 M 26","Decathlon ES","249.99","8447552008351","","9002602","",""
"0.67","raquetes","Bullpadel","2397","Bullpadel Vertex 04 2025","Zona de Padel","159.96","8445402691890","8445402691890","10839","2874","Raquete de padel Bullpadel Vertex 04 24","Smash Expert","199","8445402483761","","BV22000000","",""
"0.67","raquetes","Bullpadel","2531","Raquete de padel Bullpadel Vertex XS 26","Decathlon ES","119.99","8447552008474","","9002584","2874","Raquete de padel Bullpadel Vertex 04 24","Smash Expert","199","8445402483761","","BV22000000","",""
"0.67","raquetes","Bullpadel","2595","Raquete de padel Vertex 05 26","Atmosfera Sport | Decathlon ES","211.49","8447552008337","8445402789184","9002588","2739","Raqueta de padel Bullpadel Vertex 03 22","Smash Expert","125","8445402124930","","AU43000000","",""
"0.67","raquetes","Bullpadel","2599","Raquete de padel - Bullpadel Vertex 05 M 26","Decathlon ES","249.99","8447552008351","","9002602","2739","Raqueta de padel Bullpadel Vertex 03 22","Smash Expert","125","8445402124930","","AU43000000","",""
"0.67","raquetes","Bullpadel","2615","Raquete de padel para - Bullpadel Hack 02 26","Decathlon ES","119.99","8447552008467","","9002578","2738","Raqueta de padel Bullpadel Hack 03 22","Smash Expert","115","8445402124879","","AU40000000","",""
"0.67","raquetes","Bullpadel","2615","Raquete de padel para - Bullpadel Hack 02 26","Decathlon ES","119.99","8447552008467","","9002578","2876","Raqueta de padel Bullpadel Hack 03 24","Smash Expert","205","8445402483730","","BV19000000","",""
"0.67","raquetes","Bullpadel","2615","Raquete de padel para - Bullpadel Hack 02 26","Decathlon ES","119.99","8447552008467","","9002578","2952","Raqueta de padel Bullpadel Hack 04 25","Smash Expert","174","8445402691838","","CN62000000-000000","",""
"0.67","raquetes","Drop Shot","36","Raquete de padel Drop Shot Conqueror Attack 1.5","Atmosfera Sport","190.91","8435758312761","8435758312761","DP324023","2078","Dropshot conqueror attack 20 raquete de padel","Forum Sport ES | Zona de Padel","224.39","8435758316103","8435758316103","DP344014","",""
"0.67","raquetes","Dunlop","1951","Dunlop galactica lite raquete de padel","Forum Sport ES","95.99","","45566303899","10325867","2786","Raquete de padel Dunlop Galactica","Smash Expert","137","45566303882","","10325866","",""
"0.67","sacos","Bullpadel","2204","Saco Bullpadel BPP26014 Advance negro lima 2026","Zona de Padel","42.01","8447552006906","8447552006906","14372","2593","Saco Bullpadel Advance 2026 Negro","Decathlon ES","71.99","8447552006869","","9002015","",""
"0.67","sacos","Adidas","762","Accessory Bag 3.3","Adidas Padel","14.4","8436548249472","","","3304","Mochila adidas Multigame 3.3","Smash Expert","51.66","8436548246952","","A000680","",""
"0.67","sacos","Head","375","Mochila para Padel Head Coello Tour 25L","Atmosfera Sport | Padel Proshop PT","63","0198772188702","0198772188702","261936-SC","1269","Head Coello Tour Padel Backpack 25L 2025 Arturo Coello (Backpack)","Padel Market","69.95","0198772136666","","261975","",""
"0.67","sacos","Head","1369","Head Padel Pro Racket Bag","Padel Proshop PT | Padel Market","7.95","0724794596289","724794596289","288075","2622","Bolsa de padel isotérmica 45 L- Head Pro X","Decathlon ES","120.49","0724794635872","","8891359","",""
"0.67","sacos","Head","2622","Bolsa de padel isotérmica 45 L- Head Pro X","Decathlon ES","120.49","0724794635872","","8891359","2977","Bolsa de padel Head Pro X","Smash Expert","100","726423346456","","260045","",""
"0.67","sapatilhas","Bullpadel","2190","Sapatilhas Bullpadel Neuron 26V navy 2026","Zona de Padel","84.01","8445402953608","8445402953608","14405","2677","Sapatilhas de padel Bullpadel Neuron 26V","Sport is Good | Smash Expert","99.78","8445402953585","","DC93004000","",""
"0.67","sapatilhas","Bullpadel","2481","Sapatilhas de padel hombre - Bullpadel Icon 25V negro","Decathlon ES","59.99","8445402784318","","8948113","2649","Sapatilhas de padel Bullpadel Icon 25V","Sport is Good | Smash Expert","56.01","8445402678105","","CM55420000-420000","",""
"0.67","sapatilhas","Bullpadel","2513","Sapatilhas de padel Hombre Bullpadel Neuron 26V Gris","Decathlon ES","139.99","8447552008436","","9001994","2677","Sapatilhas de padel Bullpadel Neuron 26V","Sport is Good | Smash Expert","99.78","8445402953585","","DC93004000","",""
"0.67","sapatilhas","Adidas","2054","Adidas T crazyquick ls padel sapatilhas Padel Mujer","Forum Sport ES","105.6","","4068811923471","JR4659","3360","Sapatilhas de padel para mujer adidas Crazyquick Boost Padel","Smash Expert","159","4068811950460","","JR4660","",""
"0.67","sapatilhas","Adidas","2110","Adidas T zap courtquick padel m bl sapatilhas Padel Hombre","Forum Sport ES","65.6","","4069989110373","KH5915","2585","Sapatilhas de padel Hombre - adidas Courtquick padel","Decathlon ES | Smash Expert","72.99","4068812885785","","9001589","",""
"0.67","sapatilhas","ASICS","1980","Asics gel-challenger 14 padel sapatilhas Padel Mujer","Forum Sport ES","74.75","","4550457146555","1042A232","2728","Zapatos de mujer padel Asics Gel-challenger 13","Smash Expert","109","4550455658500","","1042A205 - 400","",""
"0.67","sapatilhas","ASICS","1980","Asics gel-challenger 14 padel sapatilhas Padel Mujer","Forum Sport ES","74.75","","4550457146555","1042A232","2742","Sapatilhas de padel para mujer Asics Gel-Resolution 9","Smash Expert","106.72","4550456668560","","1042A245 - 400","",""
"0.67","sapatilhas","ASICS","1980","Asics gel-challenger 14 padel sapatilhas Padel Mujer","Forum Sport ES","74.75","","4550457146555","1042A232","3032","Sapatilhas de padel para mujer Asics Gel-Dedicate 8","Smash Expert","75","4570158703512","","1042A241 - 104","",""
"0.67","sapatilhas","ASICS","1980","Asics gel-challenger 14 padel sapatilhas Padel Mujer","Forum Sport ES","74.75","","4550457146555","1042A232","3141","Sapatilhas de padel para mujer Asics Gel-dedicate 8","Smash Expert","53.28","4571633409851","","1042A241 - 700","",""
"0.67","sapatilhas","ASICS","1980","Asics gel-challenger 14 padel sapatilhas Padel Mujer","Forum Sport ES","74.75","","4550457146555","1042A232","3142","Sapatilhas de padel para mujer Asics Gel-resolution X","Smash Expert","140","4571633409295","","1042A285 - 501","",""
"0.67","sapatilhas","ASICS","1980","Asics gel-challenger 14 padel sapatilhas Padel Mujer","Forum Sport ES","74.75","","4550457146555","1042A232","3172","Sapatilhas de padel para mujer Asics Gel -Dedicate 9","Smash Expert","67.5","4571633873959","","1042A318 - 700","",""
"0.67","sapatilhas","ASICS","1980","Asics gel-challenger 14 padel sapatilhas Padel Mujer","Forum Sport ES","74.75","","4550457146555","1042A232","3399","Sapatilhas de padel para mujer Asics Gel-Dedicate 8","Smash Expert","53.9","4571633442209","","1042A241 - 105","",""
"0.67","sapatilhas","ASICS","1986","Asics solution swift 2 padel sapatilhas Padel Hombre","Forum Sport ES","90.99","","4550457832076","1041A497","3024","Sapatilhas de padel Asics Solution Swift FF 2","Smash Expert","104","4570158701464","","1041A465 - 401","",""
"0.67","sapatilhas","ASICS","1986","Asics solution swift 2 padel sapatilhas Padel Hombre","Forum Sport ES","90.99","","4550457832076","1041A497","3029","Sapatilhas de padel Asics Solution Swift FF 2","Smash Expert","88","4570158704298","","1041A465 - 100","",""
"0.67","sapatilhas","ASICS","1986","Asics solution swift 2 padel sapatilhas Padel Hombre","Forum Sport ES","90.99","","4550457832076","1041A497","3398","Sapatilhas de padel Asics Solution Swift FF 2","Smash Expert","118","4571633437588","","1041A465 - 402","",""
"0.67","sapatilhas","ASICS","1987","Asics gel dedicate 8 padel sapatilhas Padel Mujer","Forum Sport ES","48.5","","4550457678087","1042A241","2742","Sapatilhas de padel para mujer Asics Gel-Resolution 9","Smash Expert","106.72","4550456668560","","1042A245 - 400","",""
"0.67","sapatilhas","ASICS","1987","Asics gel dedicate 8 padel sapatilhas Padel Mujer","Forum Sport ES","48.5","","4550457678087","1042A241","2912","Sapatilhas de padel para mujer Asics Gel-Challenger 14","Smash Expert","69.46","4550456668867","","1042A232 - 100","",""
"0.67","sapatilhas","ASICS","1987","Asics gel dedicate 8 padel sapatilhas Padel Mujer","Forum Sport ES","48.5","","4550457678087","1042A241","2957","Sapatilhas de padel para mujer Asics Gel-Challenger 14","Smash Expert","112","4570158188111","","1042A232 - 500","",""
"0.67","sapatilhas","ASICS","1987","Asics gel dedicate 8 padel sapatilhas Padel Mujer","Forum Sport ES","48.5","","4550457678087","1042A241","3030","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","120","4570158838979","","1042A296 - 100","",""
"0.67","sapatilhas","ASICS","1987","Asics gel dedicate 8 padel sapatilhas Padel Mujer","Forum Sport ES","48.5","","4550457678087","1042A241","3031","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","102","4570158842693","","1042A296 - 400","",""
"0.67","sapatilhas","ASICS","1987","Asics gel dedicate 8 padel sapatilhas Padel Mujer","Forum Sport ES","48.5","","4550457678087","1042A241","3139","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","84.45","4571633432743","","1042A296 - 700","",""
"0.67","sapatilhas","ASICS","1987","Asics gel dedicate 8 padel sapatilhas Padel Mujer","Forum Sport ES","48.5","","4550457678087","1042A241","3140","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","84.45","4571633445699","","1042A296 - 101","",""
"0.67","sapatilhas","ASICS","1987","Asics gel dedicate 8 padel sapatilhas Padel Mujer","Forum Sport ES","48.5","","4550457678087","1042A241","3142","Sapatilhas de padel para mujer Asics Gel-resolution X","Smash Expert","140","4571633409295","","1042A285 - 501","",""
"0.67","sapatilhas","ASICS","1987","Asics gel dedicate 8 padel sapatilhas Padel Mujer","Forum Sport ES","48.5","","4550457678087","1042A241","3173","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","102","4571633871320","","1042A296 - 701","",""
"0.67","sapatilhas","ASICS","1987","Asics gel dedicate 8 padel sapatilhas Padel Mujer","Forum Sport ES","48.5","","4550457678087","1042A241","3174","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","108","4571633889882","","1042A296 - 102","",""
"0.67","sapatilhas","ASICS","1992","Asics game ff padel sapatilhas Padel Hombre","Forum Sport ES","60.47","","4570158185400","1041A493","2960","Sapatilhas de padel para mujer Asics Game FF","Smash Expert","76","4570158168311","","1042A286 - 100","",""
"0.67","sapatilhas","ASICS","2000","Asics gel challenger 15 padel sapatilhas Padel Hombre","Forum Sport ES","95.99","","4570158852555","1041A511","2912","Sapatilhas de padel para mujer Asics Gel-Challenger 14","Smash Expert","69.46","4550456668867","","1042A232 - 100","",""
"0.67","sapatilhas","ASICS","2000","Asics gel challenger 15 padel sapatilhas Padel Hombre","Forum Sport ES","95.99","","4570158852555","1041A511","2957","Sapatilhas de padel para mujer Asics Gel-Challenger 14","Smash Expert","112","4570158188111","","1042A232 - 500","",""
"0.67","sapatilhas","ASICS","2000","Asics gel challenger 15 padel sapatilhas Padel Hombre","Forum Sport ES","95.99","","4570158852555","1041A511","3030","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","120","4570158838979","","1042A296 - 100","",""
"0.67","sapatilhas","ASICS","2000","Asics gel challenger 15 padel sapatilhas Padel Hombre","Forum Sport ES","95.99","","4570158852555","1041A511","3031","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","102","4570158842693","","1042A296 - 400","",""
"0.67","sapatilhas","ASICS","2000","Asics gel challenger 15 padel sapatilhas Padel Hombre","Forum Sport ES","95.99","","4570158852555","1041A511","3139","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","84.45","4571633432743","","1042A296 - 700","",""
"0.67","sapatilhas","ASICS","2000","Asics gel challenger 15 padel sapatilhas Padel Hombre","Forum Sport ES","95.99","","4570158852555","1041A511","3140","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","84.45","4571633445699","","1042A296 - 101","",""
"0.67","sapatilhas","ASICS","2000","Asics gel challenger 15 padel sapatilhas Padel Hombre","Forum Sport ES","95.99","","4570158852555","1041A511","3173","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","102","4571633871320","","1042A296 - 701","",""
"0.67","sapatilhas","ASICS","2000","Asics gel challenger 15 padel sapatilhas Padel Hombre","Forum Sport ES","95.99","","4570158852555","1041A511","3174","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","108","4571633889882","","1042A296 - 102","",""
"0.67","sapatilhas","ASICS","2022","Asics sonicsmash ff ve sapatilhas Padel Hombre","Forum Sport ES","97.01","","4571633441004","1041A538","3171","Sapatilhas de padel Asics Sonicsmash FF","Smash Expert","126","4571633878268","","1041A538 - 101","",""
"0.67","sapatilhas","ASICS","2023","Asics gel-dedicate 8 padel sapatilhas Padel Hombre","Forum Sport ES","51.74","","4571633427411","1041A414","3032","Sapatilhas de padel para mujer Asics Gel-Dedicate 8","Smash Expert","75","4570158703512","","1042A241 - 104","",""
"0.67","sapatilhas","ASICS","2023","Asics gel-dedicate 8 padel sapatilhas Padel Hombre","Forum Sport ES","51.74","","4571633427411","1041A414","3141","Sapatilhas de padel para mujer Asics Gel-dedicate 8","Smash Expert","53.28","4571633409851","","1042A241 - 700","",""
"0.67","sapatilhas","ASICS","2023","Asics gel-dedicate 8 padel sapatilhas Padel Hombre","Forum Sport ES","51.74","","4571633427411","1041A414","3172","Sapatilhas de padel para mujer Asics Gel -Dedicate 9","Smash Expert","67.5","4571633873959","","1042A318 - 700","",""
"0.67","sapatilhas","ASICS","2023","Asics gel-dedicate 8 padel sapatilhas Padel Hombre","Forum Sport ES","51.74","","4571633427411","1041A414","3399","Sapatilhas de padel para mujer Asics Gel-Dedicate 8","Smash Expert","53.9","4571633442209","","1042A241 - 105","",""
"0.67","sapatilhas","ASICS","2024","Asics sonicsmash ff blve sapatilhas Padel Mujer","Forum Sport ES","85.25","","4571633411861","1042A311","3171","Sapatilhas de padel Asics Sonicsmash FF","Smash Expert","126","4571633878268","","1041A538 - 101","",""
"0.67","sapatilhas","ASICS","2040","Asics sonicsmash ff blna sapatilhas Padel Hombre","Forum Sport ES","132.99","","4571633874529","1041A538-100","3171","Sapatilhas de padel Asics Sonicsmash FF","Smash Expert","126","4571633878268","","1041A538 - 101","",""
"0.67","sapatilhas","ASICS","2041","Asics gel challenger 15 padel blna sapatilhas Padel Hombre","Forum Sport ES","119.99","","4571633881053","1041A511-102","2946","Sapatilhas de padel Asics Gel-challenger 14","Smash Expert","85.66","4550457145275","","1041A404 - 402","",""
"0.67","sapatilhas","ASICS","2041","Asics gel challenger 15 padel blna sapatilhas Padel Hombre","Forum Sport ES","119.99","","4571633881053","1041A511-102","3136","Sapatilhas de padel Asics Gel-Challenger 15","Smash Expert","111","4571633426551","","1041A511 - 101","",""
"0.67","sapatilhas","ASICS","2041","Asics gel challenger 15 padel blna sapatilhas Padel Hombre","Forum Sport ES","119.99","","4571633881053","1041A511-102","3137","Sapatilhas de padel Asics Gel-Challenger 15 L.E","Smash Expert","91","4571633404801","","1041A550 - 750","",""
"0.67","sapatilhas","ASICS","2041","Asics gel challenger 15 padel blna sapatilhas Padel Hombre","Forum Sport ES","119.99","","4571633881053","1041A511-102","3403","Sapatilhas de padel Asics Gel-Challenger 15","Smash Expert","85.07","4571633434136","","1041A511 - 400","",""
"0.67","sapatilhas","ASICS","2043","Asics gel challenger 15 padel nane sapatilhas Padel Hombre","Forum Sport ES","119.99","","4571633893353","1041A511-801","2946","Sapatilhas de padel Asics Gel-challenger 14","Smash Expert","85.66","4550457145275","","1041A404 - 402","",""
"0.67","sapatilhas","ASICS","2043","Asics gel challenger 15 padel nane sapatilhas Padel Hombre","Forum Sport ES","119.99","","4571633893353","1041A511-801","3136","Sapatilhas de padel Asics Gel-Challenger 15","Smash Expert","111","4571633426551","","1041A511 - 101","",""
"0.67","sapatilhas","ASICS","2043","Asics gel challenger 15 padel nane sapatilhas Padel Hombre","Forum Sport ES","119.99","","4571633893353","1041A511-801","3137","Sapatilhas de padel Asics Gel-Challenger 15 L.E","Smash Expert","91","4571633404801","","1041A550 - 750","",""
"0.67","sapatilhas","ASICS","2043","Asics gel challenger 15 padel nane sapatilhas Padel Hombre","Forum Sport ES","119.99","","4571633893353","1041A511-801","3403","Sapatilhas de padel Asics Gel-Challenger 15","Smash Expert","85.07","4571633434136","","1041A511 - 400","",""
"0.67","sapatilhas","Head","216","Sapatilhas de padel Head Motion Pro BOA","Atmosfera Sport","121","0726423903406","0726423903406","273624-WHBK","2651","Sapatilhas de padel para mujer Head Motion Pro","Sport is Good | Smash Expert","96","726423360131","","274645","",""
"0.67","sapatilhas","Head","216","Sapatilhas de padel Head Motion Pro BOA","Atmosfera Sport","121","0726423903406","0726423903406","273624-WHBK","2684","Sapatilhas de padel Head Motion Pro 1.5","Sport is Good | Smash Expert","128","198772060305","","273646","",""
"0.67","sapatilhas","Head","216","Sapatilhas de padel Head Motion Pro BOA","Atmosfera Sport","121","0726423903406","0726423903406","273624-WHBK","2882","Sapatilhas de padel para mujer Head Motion Pro","Smash Expert","128","724794643891","","274603","",""
"0.67","sapatilhas","Head","216","Sapatilhas de padel Head Motion Pro BOA","Atmosfera Sport","121","0726423903406","0726423903406","273624-WHBK","2883","Sapatilhas de padel para mujer Head Motion Pro","Smash Expert","128","724794644065","","274613","",""
"0.67","sapatilhas","Head","216","Sapatilhas de padel Head Motion Pro BOA","Atmosfera Sport","121","0726423903406","0726423903406","273624-WHBK","2905","Sapatilhas de padel para mujer Head Motion Pro","Smash Expert","128","724794855768","","274604","",""
"0.63","sapatilhas","ASICS","174","Sapatilhas de padel ASICS Solution Swift Ff 2 Padel Mulher Laranja/Azul","Atmosfera Sport","66","4570158709965","4570158709965","1042A264-800","3024","Sapatilhas de padel Asics Solution Swift FF 2","Smash Expert","104","4570158701464","","1041A465 - 401","",""
"0.63","sapatilhas","ASICS","174","Sapatilhas de padel ASICS Solution Swift Ff 2 Padel Mulher Laranja/Azul","Atmosfera Sport","66","4570158709965","4570158709965","1042A264-800","3029","Sapatilhas de padel Asics Solution Swift FF 2","Smash Expert","88","4570158704298","","1041A465 - 100","",""
"0.63","sapatilhas","ASICS","174","Sapatilhas de padel ASICS Solution Swift Ff 2 Padel Mulher Laranja/Azul","Atmosfera Sport","66","4570158709965","4570158709965","1042A264-800","3398","Sapatilhas de padel Asics Solution Swift FF 2","Smash Expert","118","4571633437588","","1041A465 - 402","",""
"0.63","raquetes","Bullpadel","2495","Raquete de padel - Bullpadel Vertex 05 Comfort 26","Decathlon ES","199.99","8447552008344","","9002587","2874","Raquete de padel Bullpadel Vertex 04 24","Smash Expert","199","8445402483761","","BV22000000","",""
"0.63","raquetes","Nox","69","Raquete de padel Nox AT10 Genius Attack em Alumínio 18K por Agustin Tapia","Atmosfera Sport | Zona de Padel | Sport is Good | Smash Expert","251.99","8435778902638","8435778902638","PAT10GENIUSAT1826","1780","Raquete de Padel Nox AT10 Genius 18K Agustín Tapia 2024","Padel Proshop PT","169.95","8436603195836","8436603195836","54492071821617","",""
"0.63","raquetes","Dunlop","2046","Dunlop galactica team raquete de padel","Forum Sport ES","139.22","","45566304483","10359943","2786","Raquete de padel Dunlop Galactica","Smash Expert","137","45566303882","","10325866","",""
"0.63","sacos","Wilson","1778","Mochila Wilson Tour Black","Padel Proshop PT","60","097512887434","097512887434","54463869845809","2860","Mochila Wilson Tour","Smash Expert","56.82","97512683906","","WR8904501","",""
"0.63","sapatilhas","Bullpadel","2168","Sapatilhas Bullpadel Ionic 26V black 2026","Zona de Padel","79.96","8445402954223","8445402954223","14511","2676","Sapatilhas de padel Bullpadel Ionic 26V","Smash Expert | Sport is Good","85","8445402954018","","DC94001000","",""
"0.63","sapatilhas","Adidas","1772","Sapatilhas de padel Adidas Crazyquick Boost Padel M Branco/Cinzento","Padel Proshop PT","154.95","4069991562832","4069991562832","54387161202993","3359","Sapatilhas de padel adidas Crazyquick Boost Padel","Smash Expert","147","4068811888848","","JR2124","",""
"0.63","sapatilhas","ASICS","1947","Asics gel-padel pro 5 sapatilhas Padel Mujer","Forum Sport ES","50.04","","4550455628848","1042A200","2742","Sapatilhas de padel para mujer Asics Gel-Resolution 9","Smash Expert","106.72","4550456668560","","1042A245 - 400","",""
"0.63","sapatilhas","ASICS","1947","Asics gel-padel pro 5 sapatilhas Padel Mujer","Forum Sport ES","50.04","","4550455628848","1042A200","2912","Sapatilhas de padel para mujer Asics Gel-Challenger 14","Smash Expert","69.46","4550456668867","","1042A232 - 100","",""
"0.63","sapatilhas","ASICS","1947","Asics gel-padel pro 5 sapatilhas Padel Mujer","Forum Sport ES","50.04","","4550455628848","1042A200","2957","Sapatilhas de padel para mujer Asics Gel-Challenger 14","Smash Expert","112","4570158188111","","1042A232 - 500","",""
"0.63","sapatilhas","ASICS","1947","Asics gel-padel pro 5 sapatilhas Padel Mujer","Forum Sport ES","50.04","","4550455628848","1042A200","3030","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","120","4570158838979","","1042A296 - 100","",""
"0.63","sapatilhas","ASICS","1947","Asics gel-padel pro 5 sapatilhas Padel Mujer","Forum Sport ES","50.04","","4550455628848","1042A200","3031","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","102","4570158842693","","1042A296 - 400","",""
"0.63","sapatilhas","ASICS","1947","Asics gel-padel pro 5 sapatilhas Padel Mujer","Forum Sport ES","50.04","","4550455628848","1042A200","3032","Sapatilhas de padel para mujer Asics Gel-Dedicate 8","Smash Expert","75","4570158703512","","1042A241 - 104","",""
"0.63","sapatilhas","ASICS","1947","Asics gel-padel pro 5 sapatilhas Padel Mujer","Forum Sport ES","50.04","","4550455628848","1042A200","3139","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","84.45","4571633432743","","1042A296 - 700","",""
"0.63","sapatilhas","ASICS","1947","Asics gel-padel pro 5 sapatilhas Padel Mujer","Forum Sport ES","50.04","","4550455628848","1042A200","3140","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","84.45","4571633445699","","1042A296 - 101","",""
"0.63","sapatilhas","ASICS","1947","Asics gel-padel pro 5 sapatilhas Padel Mujer","Forum Sport ES","50.04","","4550455628848","1042A200","3141","Sapatilhas de padel para mujer Asics Gel-dedicate 8","Smash Expert","53.28","4571633409851","","1042A241 - 700","",""
"0.63","sapatilhas","ASICS","1947","Asics gel-padel pro 5 sapatilhas Padel Mujer","Forum Sport ES","50.04","","4550455628848","1042A200","3142","Sapatilhas de padel para mujer Asics Gel-resolution X","Smash Expert","140","4571633409295","","1042A285 - 501","",""
"0.63","sapatilhas","ASICS","1947","Asics gel-padel pro 5 sapatilhas Padel Mujer","Forum Sport ES","50.04","","4550455628848","1042A200","3172","Sapatilhas de padel para mujer Asics Gel -Dedicate 9","Smash Expert","67.5","4571633873959","","1042A318 - 700","",""
"0.63","sapatilhas","ASICS","1947","Asics gel-padel pro 5 sapatilhas Padel Mujer","Forum Sport ES","50.04","","4550455628848","1042A200","3173","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","102","4571633871320","","1042A296 - 701","",""
"0.63","sapatilhas","ASICS","1947","Asics gel-padel pro 5 sapatilhas Padel Mujer","Forum Sport ES","50.04","","4550455628848","1042A200","3174","Sapatilhas de padel para mujer Asics Gel-Challenger 15","Smash Expert","108","4571633889882","","1042A296 - 102","",""
"0.63","sapatilhas","ASICS","1947","Asics gel-padel pro 5 sapatilhas Padel Mujer","Forum Sport ES","50.04","","4550455628848","1042A200","3399","Sapatilhas de padel para mujer Asics Gel-Dedicate 8","Smash Expert","53.9","4571633442209","","1042A241 - 105","",""
"0.63","sapatilhas","Head","2608","Sapatilhas de padel hombre - HEAD Motion Team Azul","Decathlon ES","69.99","0726423355311","","8941947","2971","Sapatilhas de padel Head Motion Team","Smash Expert","88","726423355403","","273685","",""
"0.63","raquetes","Drop Shot","34","Raquete de padel Drop Shot Canyon Pro Attack","Atmosfera Sport","169.9","8435758302373","8435758302373","DP304023","3075","Raqueta de padel Dropshot Canyon Pro Attack 1.0","Smash Expert","216","8435758306661","","8435758306661","",""
"0.63","sapatilhas","Bullpadel","206","Sapatilhas de padel Bullpadel Vertex Vibram 25I Azul Homem","Atmosfera Sport","131.99","8445402875764","8445402875764","VERTEXVIBRAM25I-067","2626","Sapatilhas BULLPADEL VERTEX VIBRAM 25 AZUL MARINO HOMBRE","Decathlon ES","99.99","8445402875726","","9005850","",""
"0.63","sapatilhas","Bullpadel","2094","Bullpadel vertex vibram 26v sapatilhas Padel Mujer","Forum Sport ES","94.85","","8445402957118","493650","2192","Sapatilhas Bullpadel Vertex Vibram 26V navy 2026","Zona de Padel","101.96","8445402952700","8445402952700","14400","",""
